MMQT;ING. FERNANDO ESPINOZA GUTIÃ‰RREZ INTERNATIONAL AIRPORT;COLÓN;;MEXICO;AMERICA DO NORTE
MMSD;LOS CABOS INTERNATIONAL AIRPORT;;;MEXICO;AMERICA DO NORTE
MMTJ;TIJUANA;TIJUANA;;MEXICO;AMERICA DO NORTE
MMTO;TOLUCA;TOLUCA;;MEXICO;AMERICA DO NORTE
MMTP;TAPACHULA INTERNATIONAL AIRPORT;TAPACHULA;;MEXICO;AMERICA DO NORTE
MMUN;CANCUN/INTL;CANCUN/INTL;;MEXICO;AMERICA DO NORTE
MMVR;GENERAL HERIBERTO JARA INTERNATIONAL AIRPORT;;;MEXICO;AMERICA DO NORTE
MNMG;MANAGUA;MANAGUA;;NICARAGUA;AMERICA CENTRAL
MPHO;HOWARD AFB;HOWARD AFB;;PANAMA;AMERICA CENTRAL
MPPA;"PANAMA PACIFICO; FORMERLY HOWARD AIR FORCE BASE";;;PANAMA;AMERICA CENTRAL
MPTO;TOCUMEN INTL;PANAMA;;PANAMA;AMERICA CENTRAL
MRLB;DANIEL ODUBER INTERNATIONAL AIRPORT;;;COSTA RICA;AMERICA CENTRAL
MROC;SAN JOSE/JUAN SANTAMARIA;SAN JOSE/JUAN SANTAMARIA;;COSTA RICA;AMERICA CENTRAL
MRSJ;AIRPORT SAN JOSE CIUDAD;SAN JOSE;;COSTA RICA;AMERICA CENTRAL
MSLP;SAN SALVADOR;SAN SALVADOR;;EL SALVADOR;AMERICA CENTRAL
MTPP;AEROPORTO INTERNACIONAL TOUSSAINT LOUVERTURE;PORT-DE-PAIX;;HAITI;AMERICA CENTRAL
MUCA;MA?XIMO GOMEZ AIRPORT;;;CUBA;AMERICA CENTRAL
MUCC;JARDINES DEL REY AIRPORT;;;CUBA;AMERICA CENTRAL
MUCL;VILO ACUNA AIRPORT (JUAN VITALIO ACUNA AIRPORT);;;CUBA;AMERICA CENTRAL
MUCM;IGNÃ?CIO AGRAMONTE INTERNATIONL AIRPORT;CAMAGUEY;;CUBA;AMERICA CENTRAL
MUCU;ANTONIO MACEO AIRPORT;;;CUBA;AMERICA CENTRAL
MUHA;HAVANA;HAVANA;;CUBA;AMERICA CENTRAL
MUHG;FRANK PAÃ?S AIRPORT;;;CUBA;AMERICA CENTRAL
MULB;CIUDAD LIBERTAD AIRPORT;;;CUBA;AMERICA CENTRAL
MUSC;SANTA CLARA;SANTA CLARA;;CUBA;AMERICA CENTRAL
MUVR;JUAN GUALBERTO GOMEZ AIRPORT;;;CUBA;AMERICA CENTRAL
MYGF;GRAND BAHAMA INTERNATIONAL AIRPORT;;;BAHAMAS;AMERICA CENTRAL
MYNN;AEROPORTO INTERNACIONAL LYNDEN PINDLING;NASSAU/INTL NEW PROVIDENCE;;BAHAMAS;AMERICA CENTRAL
NZCH;CHRISTCHURCH;CHRISTCHURCH;;NOVA ZELANDIA;OCEANIA
OAMS;MAZAR AIRPORT;;;AFEGANISTAO;ASIA
OEJN;KING ABDULAZIZ INTERNATIONAL AIRPORT;;;ARA?BIA SAUDITA;ASIA
OEMA;PRINCE MOHAMMAD BIN ABDULAZIZ AIRPORT;;;ARA?BIA SAUDITA;ASIA
OERK;RIAD/KING KHALED INTL;RIAD/KING KHALED INTL;;ARA?BIA SAUDITA;ASIA
OMAA;AB DHABI INTERNATIONAL;AB DHABI INTERNATIONAL;;EMIRADOSA?RABES UNIDOS;ASIA
OMDB;DUBAI;DUBAI INTERNATIONAL;;EMIRADOSA?RABES UNIDOS;ASIA
OMDW;DUBAI INTERNATIONAL AIRPORT;;;EMIRADOSA?RABES UNIDOS;ASIA
OMSJ;SHARJAH INTERNATIONAL AIRPORT;SHARJAH;;EMIRADOSA?RABES UNIDOS;ASIA
OOMS;MUSCAT INTERNATIONAL AIRPORT;MUSCAT;;OMA;ASIA
OSDI;DAMASCUS;DAMASCUS;;SI?RIA;ASIA
OTBD;DOHA INTERNATIONAL AIRPORT;DOHA;;QATAR;ASIA
OTHH;HAMAD INTERNATIONAL AIRPORT;;;QATAR;ASIA
PANC;TED STEVENS ANCHORAGE INTERNATIONAL AIRPORT;ANCHORAGE;;ESTADOS UNIDOS DA AMERICA;AMERICA DO NORTE
RJAA;NARITA INTERNATIONAL AIRPORT;TOKIO;;JAPAO;ASIA
RJCC;NEW CHITOSE AIRPORT;CHITOSE;;JAPAO;ASIA
RKSI;INCHEON INTERNATIONAL AIRPORT;INCHON INTL;;COREIA DO SUL;ASIA
RKSS;GIMPO INTERNATIONAL AIRPORT;SEUL;;COREIA DO SUL;ASIA
SAAR;ROSARIO - ISLAS MALVINAS INTERNATIONAL AIRPORT;ROSÁRIO;;ARGENTINA;AMERICA DO SUL
SABE;JORGE NEWBERY AIRPORT;BUENOS AIRES/AEROPARQUE;;ARGENTINA;AMERICA DO SUL
SACO;INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT;CORDOBA;;ARGENTINA;AMERICA DO SUL
SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT);BUENOS AIRES;;ARGENTINA;AMERICA DO SUL
SAIG;IGUAZU;IGUAZU;;ARGENTINA;AMERICA DO SUL
SAME;GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INTÂ´L);MENDOZA;;ARGENTINA;AMERICA DO SUL
SAMI;SAN MARTÃ?N AIRPORT;;;ARGENTINA;AMERICA DO SUL
SAMM;COMODORO D. RICARDO SALOMÃ“N AIRPORT;"MALARGUE;MZA";;ARGENTINA;AMERICA DO SUL
SAMQ;"MENDOZA; MZA";"MENDOZA; MZA";;ARGENTINA;AMERICA DO SUL
SANT;TTE. GRAL. BENJAMÃ?N MATIENZO INTERNATIONAL AIRPORT;TUCUMAN/TEN BENJAMIIM MATIE;;ARGENTINA;AMERICA DO SUL
SARC;DOCTOR FERNANDO PIRAGINE NIVEYRO INTERNATIONAL AIRPORT;;;ARGENTINA;AMERICA DO SUL
SARE;RESISTENCIA INTERNATIONAL AIRPORT;RESISTENCIA;;ARGENTINA;AMERICA DO SUL
SARI;CATARATAS DEL IGUAZÃš INTERNATIONAL AIRPORT (IGUAZÃš FALLS);IGUAZU;;ARGENTINA;AMERICA DO SUL
SASA;MARTÃ?N MIGUEL DE GÃœEMES INTERNATIONAL AIRPORT (EL AYBAL AIRPORT);"SALTA;S";;ARGENTINA;AMERICA DO SUL
SASO;ORÃ?N AIRPORT;;;ARGENTINA;AMERICA DO SUL
SAVT;ALMIRANTE MARCO ANDRÃ‰S ZAR AIRPORT;;;ARGENTINA;AMERICA DO SUL
SAZC;BRIGADIER HECTOR EDUARDO RUIZ AIRPORT;;;ARGENTINA;AMERICA DO SUL
SAZE;PIGUE;PIGUE;;ARGENTINA;AMERICA DO SUL
SAZM;ASTOR PIAZZOLLA INTERNATIONAL AIRPORT;;;ARGENTINA;AMERICA DO SUL
SAZN;PRESIDENTE PERÃ“N INTERNATIONAL AIRPORT;NEUQUEN;;ARGENTINA;AMERICA DO SUL
SAZS;SAN CARLOS DE BARILOCHE AIRPORT;SAN CARLOS DE BARILOCHE;;ARGENTINA;AMERICA DO SUL
SBAA;CONCEIÇÃO DO ARAGUAIA;CONCEIÇÃO DO ARAGUAIA;PA;BRASIL;AMERICA DO SUL
SBAE;BAURU/AREALVA;AREALVA;SP;BRASIL;AMERICA DO SUL
SBAF;CAMPO DOS AFONSOS;RIO DE JANEIRO;RJ;BRASIL;AMERICA DO SUL
SBAG;ANGRA DOS REIS  ;ANGRA DOS REIS  ;RJ;BRASIL;AMERICA DO SUL
SBAM;AMAPÁ;AMAPÁ;AP;BRASIL;AMERICA DO SUL
SBAN;BASE AEREA DE ANAPOLIS;ANÁPOLIS;GO;BRASIL;AMERICA DO SUL
SBAQ;BARTOLOMEU DE GUSMÃO;ARARAQUARA;SP;BRASIL;AMERICA DO SUL
SBAR;SANTA MARIA;ARACAJU;SE;BRASIL;AMERICA DO SUL
SBAS;MARCELO PIRES HALZHAUSEN;ASSIS;SP;BRASIL;AMERICA DO SUL
SBAT;DEPUTADO BENEDITO SANTIAGO;ALTA FLORESTA;MT;BRASIL;AMERICA DO SUL
SBAU;ESTADUAL DARIO GUARITA;ARAÇATUBA;SP;BRASIL;AMERICA DO SUL
SBAV;USINA PORTO PRIMAVERA ;TEODORO SAMPAIO;SP;BRASIL;AMERICA DO SUL
SBAX;ROMEU ZEMA;ARAXÁ;MG;BRASIL;AMERICA DO SUL
SBBE;VAL DE CANS;BELÉM;PA;BRASIL;AMERICA DO SUL
SBBG;COMANDANTE GUSTAVO KRAEMER;BAGÉ;RS;BRASIL;AMERICA DO SUL
SBBH;PAMPULHA - CARLOS DRUMMOND DE ANDRADE;BELO HORIZONTE;MG;BRASIL;AMERICA DO SUL
SBBI;BACACHERI;CURITIBA;PR;BRASIL;AMERICA DO SUL
SBBQ;MAJOR BRIGADEIRO DO AR DOORGAL GOMES;BARBACENA;MG;BRASIL;AMERICA DO SUL
SBBR;PRESIDENTE JUSCELINO KUBITSCHEK;BRASÍLIA;DF;BRASIL;AMERICA DO SUL
SBBT;CHAFEI AMSEI;BARRETOS;SP;BRASIL;AMERICA DO SUL
SBBU;BAURU;BAURU;SP;BRASIL;AMERICA DO SUL
SBBV;ATLAS BRASIL CANTANHEDE;BOA VISTA;RR;BRASIL;AMERICA DO SUL
SBBW;BARRA DO GARÇAS;BARRA DO GARÇAS;MT;BRASIL;AMERICA DO SUL
SBBZ;UMBERTO MODIANO ;ARMAÇÃO DE BÚZIOS;RJ;BRASIL;AMERICA DO SUL
SBCA;ADALBERTO MENDES DA SILVA;CASCAVEL;PR;BRASIL;AMERICA DO SUL
SBCB;CABO FRIO;CABO FRIO;RJ;BRASIL;AMERICA DO SUL
SBCC;CACHIMBO;NOVO PROGRESSO;PA;BRASIL;AMERICA DO SUL
SBCD;CARLOS ALBERTO DA COSTA NEVES;CAÇADOR;SC;BRASIL;AMERICA DO SUL
SBCF;TANCREDO NEVES;CONFINS;MG;BRASIL;AMERICA DO SUL
SBCG;CAMPO GRANDE;CAMPO GRANDE;MS;BRASIL;AMERICA DO SUL
SBCH;SERAFIN ENOSS BERTASO;CHAPECÓ;SC;BRASIL;AMERICA DO SUL
SBCI;BRIGADEIRO LYSIAS AUGUSTO RODRIGUES;CAROLINA;MA;BRASIL;AMERICA DO SUL
SBCJ;CARAJÁS;PARAUAPEBAS;PA;BRASIL;AMERICA DO SUL
SBCM;DIOMÍCIO FREITAS;FORQUILHINHA;SC;BRASIL;AMERICA DO SUL
SBCN;NELSON RODRIGUES GUIMARÃES;CALDAS NOVAS;GO;BRASIL;AMERICA DO SUL
SBCO;CANOAS;CANOAS;RS;BRASIL;AMERICA DO SUL
SBCP;BARTOLOMEU LISANDRO;CAMPOS DOS GOYTACAZES;RJ;BRASIL;AMERICA DO SUL
SBCR;CORUMBÁ;CORUMBÁ;MS;BRASIL;AMERICA DO SUL
SBCT;AFONSO PENA;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;AMERICA DO SUL
SBCV;CARAVELAS;CARAVELAS;BA;BRASIL;AMERICA DO SUL
SBCX;REGIONAL HUGO CANTERGIANI;CAXIAS DO SUL;RS;BRASIL;AMERICA DO SUL
SBCY;MARECHAL RONDON;VÁRZEA GRANDE;MT;BRASIL;AMERICA DO SUL
SBCZ;CRUZEIRO DO SUL;CRUZEIRO DO SUL;AC;BRASIL;AMERICA DO SUL
SBDB;BONITO;BONITO;MS;BRASIL;AMERICA DO SUL
SBDN;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;SP;BRASIL;AMERICA DO SUL
SBDO;AEROPORTO MUNCIPAL DE DOURADOS;DOURADOS;MS;BRASIL;AMERICA DO SUL
SBEG;EDUARDO GOMES;MANAUS;AM;BRASIL;AMERICA DO SUL
SBEK;JACAREACANGA;JACAREACANGA;PA;BRASIL;AMERICA DO SUL
SBFC;TENENTE LUND PRESETTO;FRANCA;SP;BRASIL;AMERICA DO SUL
SBFI;CATARATAS;FOZ DO IGUAÇU;PR;BRASIL;AMERICA DO SUL
SBFL;HERCÍLIO LUZ;FLORIANÓPOLIS;SC;BRASIL;AMERICA DO SUL
SBFN;FERNANDO DE NORONHA;FERNANDO DE NORONHA;PE;BRASIL;AMERICA DO SUL
SBFZ;PINTO MARTINS;FORTALEZA;CE;BRASIL;AMERICA DO SUL
SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO/GALEÃO – ANTONIO CARLOS JOBIM;RIO DE JANEIRO;RJ;BRASIL;AMERICA DO SUL
SBGM;GUAJARÁ-MIRIM;GUAJARÁ-MIRIM;RO;BRASIL;AMERICA DO SUL
SBGO;SANTA GENOVEVA;GOIÂNIA;GO;BRASIL;AMERICA DO SUL
SBGP;EMBRAER-UNIDADE GAVIAO PEIXOTO;GAVIÃO PEIXOTO;SP;BRASIL;AMERICA DO SUL
SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO;GUARULHOS;SP;BRASIL;AMERICA DO SUL
SBGS;PONTA GROSSA;PONTA GROSSA;PR;BRASIL;AMERICA DO SUL
SBGU;TANCREDO THOMAS DE FARIA;GUARAPUAVA;PR;BRASIL;AMERICA DO SUL
SBGV;CORONEL ALTINO MACHADO;GOVERNADOR VALADARES;MG;BRASIL;AMERICA DO SUL
SBHT;ALTAMIRA;ALTAMIRA;PA;BRASIL;AMERICA DO SUL
SBIC;ITACOATIARA;ITACOATIARA;AM;BRASIL;AMERICA DO SUL
SBIH;ITAITUBA;ITAITUBA;PA;BRASIL;AMERICA DO SUL
SBIL;BAHIA - JORGE AMADO;ILHÉUS;BA;BRASIL;AMERICA DO SUL
SBIP;USIMINAS;SANTANA DO PARAÍSO;MG;BRASIL;AMERICA DO SUL
SBIT;Aeroporto de Itumbiara - Francisco Vilela do Amaral;Itumbiara;GO;BRASIL;AMERICA DO SUL
SBIZ;PREFEITO RENATO MOREIRA;IMPERATRIZ;MA;BRASIL;AMERICA DO SUL
SBJA;REGIONAL SUL;JAGUARUNA;SC; BRASIL;AMERICA DO SUL
SBJC;JÚLIO CESAR;BELÉM;PA;BRASIL;AMERICA DO SUL
SBJD;AEROPORTO DE JUNDIAÍ;JUNDIAÍ;SP;BRASIL;AMERICA DO SUL
SBJF;FRANCISCO DE ASSIS;JUIZ DE FORA;MG;BRASIL;AMERICA DO SUL
SBJI;JI-PARANÁ;JI-PARANÁ;RO;BRASIL;AMERICA DO SUL
SBJP;PRESIDENTE CASTRO PINTO;BAYEUX;PB;BRASIL;AMERICA DO SUL
SBJR;JACAREPAGUÁ/RJ - ROBERTO MARINHO;RIO DE JANEIRO;RJ;BRASIL;AMERICA DO SUL
SBJU;ORLANDO BEZERRA DE MENEZES;JUAZEIRO DO NORTE;CE;BRASIL;AMERICA DO SUL
SBJV;LAURO CARNEIRO DE LOYOLA;JOINVILLE;SC;BRASIL;AMERICA DO SUL
SBKG;PRESIDENTE JOÃO SUASSUNA;CAMPINA GRANDE;PB;BRASIL;AMERICA DO SUL
SBKP;VIRACOPOS;CAMPINAS;SP;BRASIL;AMERICA DO SUL
SBLE;HORÁCIO DE MATTOS;LENÇÓIS;BA;BRASIL;AMERICA DO SUL
SBLJ;CORREIA PINTO;LAGES;SC;BRASIL;AMERICA DO SUL
SBLN;GOVERNADOR LUCAS NOGUEIRA GARCEZ;LINS;SP;BRASIL;AMERICA DO SUL
SBLO;GOVERNADOR JOSÉ RICHA;LONDRINA;PR;BRASIL;AMERICA DO SUL
SBLP;BOM JESUS DA LAPA;BOM JESUS DA LAPA;BA;BRASIL;AMERICA DO SUL
SBMA;MARABÁ;MARABÁ;PA;BRASIL;AMERICA DO SUL
SBMC;MINAÇU;MINAÇU;GO;BRASIL;AMERICA DO SUL
SBMD;MONTE DOURADO;ALMEIRIM;PA;BRASIL;AMERICA DO SUL
SBME;MACAÉ;MACAÉ;RJ;BRASIL;AMERICA DO SUL
SBMG;REGIONAL DE MARINGÁ - SÍLVIO NAME JÚNIOR;MARINGÁ;PR;BRASIL;AMERICA DO SUL
SBMH;MARINGÁ;MARINGÁ;PR;BRASIL;AMERICA DO SUL
SBMK;MÁRIO RIBEIRO;MONTES CLAROS;MG;BRASIL;AMERICA DO SUL
SBML;FRANK MILOYE MILENKOVICH;MARÍLIA;SP;BRASIL;AMERICA DO SUL
SBMN;PONTA PELADA ;MANAUS;AM;BRASIL;AMERICA DO SUL
SBMO;ZUMBI DOS PALMARES;RIO LARGO;AL;BRASIL;AMERICA DO SUL
SBMQ;MACAPÁ;MACAPÁ;AP;BRASIL;AMERICA DO SUL
SBMS;DIX-SEPT ROSADO;MOSSORÓ;RN;BRASIL;AMERICA DO SUL
SBMT;CAMPO DE MARTE;SÃO PAULO;SP;BRASIL;AMERICA DO SUL
SBMY;MANICORÉ;MANICORÉ;AM;BRASIL;AMERICA DO SUL
SBNF;MINISTRO VICTOR KONDER;NAVEGANTES;SC;BRASIL;AMERICA DO SUL
SBNM;SANTO ÂNGELO;SANTO ÂNGELO;RS;BRASIL;AMERICA DO SUL
SBNT;AUGUSTO SEVERO;PARNAMIRIM;RN;BRASIL;AMERICA DO SUL
SBOI;OIAPOQUE;OIAPOQUE;AP;BRASIL;AMERICA DO SUL
SBPA;SALGADO FILHO;PORTO ALEGRE;RS;BRASIL;AMERICA DO SUL
SBPB;PREFEITO DOUTOR JOÃO SILVA FILHO;PARNAÍBA;PI;BRASIL;AMERICA DO SUL
SBPC;EMBAIXADOR WALTHER MOREIRA SALLES;POÇOS DE CALDAS;MG;BRASIL;AMERICA DO SUL
SBPF;LAURO KURTZ;PASSO FUNDO;RS;BRASIL;AMERICA DO SUL
SBPJ;BRIGADEIRO LYSIAS RODRIGUES;PALMAS;TO;BRASIL;AMERICA DO SUL
SBPK;PELOTAS;PELOTAS;RS;BRASIL;AMERICA DO SUL
SBPL;SENADOR NILO COELHO;PETROLINA;PE;BRASIL;AMERICA DO SUL
SBPM;PALMAS ;PALMAS;TO;BRASIL;AMERICA DO SUL
SBPN;PORTO NACIONAL;PORTO NACIONAL;TO;BRASIL;AMERICA DO SUL
SBPP;PONTA PORÃ;PONTA PORÃ;MS;BRASIL;AMERICA DO SUL
SBPS;PORTO SEGURO;PORTO SEGURO;BA;BRASIL;AMERICA DO SUL
SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;PORTO VELHO;RO;BRASIL;AMERICA DO SUL
SBQV;VITÓRIA DA CONQUISTA;VITÓRIA DA CONQUISTA;BA;BRASIL;AMERICA DO SUL
SBRB;PLÁCIDO DE CASTRO;SENA MADUREIRA;AC;BRASIL;AMERICA DO SUL
SBRD;RONDONÓPOLIS;RONDONÓPOLIS;MT;BRASIL;AMERICA DO SUL
SBRF;GUARARAPES - GILBERTO FREYRE;RECIFE;PE;BRASIL;AMERICA DO SUL
SBRG;RIO GRANDE;RIO GRANDE;RS;BRASIL;AMERICA DO SUL
SBRJ;SANTOS DUMONT;RIO DE JANEIRO;RJ;BRASIL;AMERICA DO SUL
SBRP;LEITE LOPES;RIBEIRÃO PRETO;SP;BRASIL;AMERICA DO SUL
SBSC;BARTOLOMEU DE GUSMAO  ;RIO DE JANEIRO;RJ;BRASIL;AMERICA DO SUL
SBSG;SÃO GONÇALO DO AMARANTE;SÃO GONÇALO DO AMARANTE;RN;BRASIL;AMERICA DO SUL
SBSJ;PROFESSOR URBANO ERNESTO STUMPF;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;AMERICA DO SUL
SBSL;MARECHAL CUNHA MACHADO;SÃO LUÍS;MA;BRASIL;AMERICA DO SUL
SBSM;SANTA MARIA;SANTA MARIA;RS;BRASIL;AMERICA DO SUL
SBSN;MAESTRO WILSON FONSECA;SANTARÉM;PA;BRASIL;AMERICA DO SUL
SBSP;CONGONHAS;SÃO PAULO;SP;BRASIL;AMERICA DO SUL
SBSR;PROFESSOR ERIBERTO MANOEL REINO;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;AMERICA DO SUL
SBST;BASE AEREA;SANTOS;SP;BRASIL;AMERICA DO SUL
SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES;SALVADOR;BA;BRASIL;AMERICA DO SUL
SBTB;TROMBETAS;ORIXIMINÁ;PA;BRASIL;AMERICA DO SUL
SBTC;HOTEL TRANSAMÉRICA;UNA;BA;BRASIL;AMERICA DO SUL
SBTD;LUÍS DAL CANALLE FILHO;TOLEDO;PR;BRASIL;AMERICA DO SUL
SBTE;SENADOR PETRÔNIO PORTELLA;TERESINA;PI;BRASIL;AMERICA DO SUL
SBTF;TEFÉ;TEFÉ;AM;BRASIL;AMERICA DO SUL
SBTG;AEROPORTO REGIONAL PLÍNIO ALARCON;TRÊS LAGOAS;MS;BRASIL;AMERICA DO SUL
SBTK;TARAUACÁ;TARAUACÁ;AC;BRASIL;AMERICA DO SUL
SBTL;TELÊMACO BORBA;TELÊMACO BORBA;PR;BRASIL;AMERICA DO SUL
SBTR;TORRES;TORRES;RS;BRASIL;AMERICA DO SUL
SBTS;TIRIOS;ÓBIDOS;PA;BRASIL;AMERICA DO SUL
SBTT;TABATINGA;TABATINGA;AM;BRASIL;AMERICA DO SUL
SBTU;TUCURUÍ;TUCURUÍ;PA;BRASIL;AMERICA DO SUL
SBTV;TERRAVISTA;PORTO SEGURO;BA;BRASIL;AMERICA DO SUL
SBUA;SÃO GABRIEL DA CACHOEIRA;SÃO GABRIEL DA CACHOEIRA;AM;BRASIL;AMERICA DO SUL
SBUF;PAULO AFONSO;PAULO AFONSO;BA;BRASIL;AMERICA DO SUL
SBUG;RUBEM BERTA;URUGUAIANA;RS;BRASIL;AMERICA DO SUL
SBUL;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;UBERLÂNDIA;MG;BRASIL;AMERICA DO SUL
SBUR;MÁRIO DE ALMEIDA FRANCO;UBERABA;MG;BRASIL;AMERICA DO SUL
SBUY;URUCU;COARI;AM;BRASIL;AMERICA DO SUL
SBVG;MAJOR BRIGADEIRO TROMPOWSKY;VARGINHA;MG;BRASIL;AMERICA DO SUL
SBVH;BRIGADEIRO CAMARÃO;VILHENA;RO;BRASIL;AMERICA DO SUL
SBVT;EURICO DE AGUIAR SALLES;VITÓRIA;ES;BRASIL;AMERICA DO SUL
SBYA;IAUARETÊ;SÃO GABRIEL DA CACHOEIRA;AM;BRASIL;AMERICA DO SUL
SBYS;CAMPO FONTENELLE/ACADEMIA DA FORÇA AÉREA;PIRASSUNUNGA;SP;BRASIL;AMERICA DO SUL
SBZM;REGIONAL DA ZONA DA MATA;GOIANÁ;MG;BRASIL;AMERICA DO SUL
SCAR;CHACALLUTA INTERNATIONAL AIRPORT;ARICA;;CHILE;AMERICA DO SUL
SCCF;EL LOA AIRPORT;;;CHILE;AMERICA DO SUL
SCCI;CARLOS IBANEZ DEL CAMPO INTERNATIONAL AIRPORT;PUNTA ARENAS;;CHILE;AMERICA DO SUL
SCDA;DIEGO ARACENA INTERNATIONAL AIRPORT;IQUIQUE;;CHILE;AMERICA DO SUL
SCEL;COMODORO ARTURO MERINO BENÃ?TEZ INTERNATIONAL AIRPORT;SANTIAGO DO CHILE;;CHILE;AMERICA DO SUL
SCFA;CERRO MORENO INTERNATIONAL AIRPORT;ANTOFAGASTA;;CHILE;AMERICA DO SUL
SCIE;CARRIEL SUR INTERNATIONAL AIRPORT;CONCEPCION/CARRIEL SUR;;CHILE;AMERICA DO SUL
SCQP;LA ARAUCANIA AIRPORT;;;CHILE;AMERICA DO SUL
SCTE;EL TEPUAL INTERNATIONAL AIRPORT;PUERTO MONTT INTL EL TEPU;;CHILE;AMERICA DO SUL
SCTI;LOS CERRILLOS AIRPORT;SANTIAGO LOS CERILLOS;;CHILE;AMERICA DO SUL
SDAA;ARARAS;ARARAS;SP;BRASIL;AMERICA DO SUL
SDAG;ANGRA DOS REIS;ANGRA DOS REIS;RJ;BRASIL;AMERICA DO SUL
SDAM;AMARAIS;CAMPINAS;SP;BRASIL;AMERICA DO SUL
SDBB;BEBEDOURO;BEBEDOURO;SP;BRASIL;AMERICA DO SUL
SDBK;TANCREDO DE ALMEIDA NEVES;BOTUCATU;SP;BRASIL;AMERICA DO SUL
SDCG;SENADORA EUNICE MICHILES;SÃO PAULO DE OLIVENÇA;AM;BRASIL;AMERICA DO SUL
SDCO;SOROCABA;SOROCABA;SP;BRASIL;AMERICA DO SUL
SDFR;CABO FRIO;CABO FRIO;RJ;BRASIL;AMERICA DO SUL
SDLK;CACULÉ;CACULÉ;BA;BRASIL;AMERICA DO SUL
SDLU;FAZENDA SANTA LUZIA;BARRA BONITA;SP;BRASIL;AMERICA DO SUL
SDMC;MARICÁ;MARICÁ;RJ;BRASIL;AMERICA DO SUL
SDOU;OURINHOS;OURINHOS;SP;BRASIL;AMERICA DO SUL
SDOV;MOZARLÂNDIA;MOZARLÂNDIA;GO;BRASIL;AMERICA DO SUL
SDOW;OURILÂNDIA DO NORTE;OURILÂNDIA DO NORTE;PA;BRASIL;AMERICA DO SUL
SDPA;FAZ. PORTO BELO;MANGARATIBA;RJ;BRASIL;AMERICA DO SUL
SDRS;RESENDE;RESENDE;RJ;BRASIL;AMERICA DO SUL
SDSC;MÁRIO PEREIRA LOPES;SÃO CARLOS;SP;BRASIL;AMERICA DO SUL
SDTK;PARATI;PARATI;RJ;BRASIL;AMERICA DO SUL
SDUB;GASTÃO MADEIRA;UBATUBA;SP;BRASIL;AMERICA DO SUL
SDUN;ITAPERUNA;ITAPERUNA;RJ;BRASIL;AMERICA DO SUL
SDVE;VERA CRUZ;VERA CRUZ;SP;BRASIL;AMERICA DO SUL
SDVG;DOMINGOS PIGNATARI;VOTUPORANGA;SP;BRASIL;AMERICA DO SUL
SDZY;AEROPORTO REGIONAL DE ZONA DA MATA;JUIZ DE FORA/UBÁ/CATAGUASES;MG;BRASIL;AMERICA DO SUL
SEGU;JOSE  JOAQUI?N DE OLMEDO INTERNATIONAL AIRPORT;GUAYAQUIL;;EQUADOR;AMERICA DO SUL
SELT;COTOPAXI INTERNATIONAL AIRPORT;LATACUNGA;;EQUADOR;AMERICA DO SUL
SEMT;ELOY ALFARO INTERNATIONAL AIRPORT;MANTA;;EQUADOR;AMERICA DO SUL
SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT;TABABELA;;EQUADOR;AMERICA DO SUL
SEQU;QUITO;QUITO;;EQUADOR;AMERICA DO SUL
SGAS;SILVIO PETTIROSSI INTERNATIONAL AIRPORT;ASSUNCAO;;PARAGUAI;AMERICA DO SUL
SGES;GUARANI INTERNATIONAL AIRPORT;CIDADE DEL ESTE;;PARAGUAI;AMERICA DO SUL
SIBU;CATOLÉ DO ROCHA;CATOLÉ DO ROCHA;PB;BRASIL;AMERICA DO SUL
SIFV;ARACRUZ;ARACRUZ;ES;BRASIL;AMERICA DO SUL
SIGP;GAVIAO PEIXOTO;GAVIÃO PEIXOTO;SP;BRASIL;AMERICA DO SUL
SIKC;COLIDER;COLÍDER;MT;BRASIL;AMERICA DO SUL
SILC;LUCAS DO RIO VERDE;LUCAS DO RIO VERDE;MT;BRASIL;AMERICA DO SUL
SILJ;LARANJAL DO JARI;LARANJAL DO JARI;AP;BRASIL;AMERICA DO SUL
SIMK;TENENTE LUND PRESETTO;FRANCA;SP;BRASIL;AMERICA DO SUL
SIQE;BOTELHO;BRASÍLIA;DF;BRASIL;AMERICA DO SUL
SIRI;BARRA GRANDE;Maraú;BA;BRASIL;AMERICA DO SUL
SISO;FAZENDA SANTO AMBROSIO;CHAVES;PA;BRASIL;AMERICA DO SUL
SIXE;AEROCLUBE DE ELDORADO DO SUL;ELDORADO DO SUL;RS;BRASIL;AMERICA DO SUL
